SMILES,dataset
COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@@H]1c1cc(OC)c(OC)cc1Br,zink
CCCN(CCC)[C@@H]1CCc2cc(CS(=O)(=O)c3ccc(OC)cc3)ccc2C1,crossdocked
COc1ccc(cc1)S(=O)(=O)c1c(N)[nH]c2c(ncnc12)N1CCOC(C)C1,crossdocked
COc1ccc2c(c1)-c1nc(-c3ccncc3)[nH]c1CCC2,chembl
CCOc1ccccc1[C@@H]1C(C(=O)O[C@H](C)CC)=C(C)NC2=C1C(=O)[C@@H](C(=O)OC)[C@@H](C)C2,zink
C=CCN1C[C@@H](c2nc3ccccc3n2C[C@H](O)COc2cc(C)c(Cl)c(C)c2)CC1=O,zink
CC1(C)N=C(N)N=C(N)N1c1cccc(c1)S(F)(=O)=O,crossdocked
O=C(Nc1nc2ccc(F)cc2s1)c1ccc(N2CCOCC2)cc1,chembl
FC(F)(F)CC(=O)NC[C@H]1CC[C@@H](CC1)c1nnn2cnc3[nH]ccc3c12,crossdocked
CC#CCN1C(=O)N[C@@](Cc2cccc(F)c2)(C2CCN(Cc3cn(C)c4ccccc34)CC2)C1=O,zink
COc1cccc([C@H]2C(C(=O)c3ccc(Cl)cc3)=C(O)C(=O)N2CCCn2ccnc2)c1OC,zink
O=C(O)CCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@@H]1c1ccc(Br)cc1,zink
CN1C(=N)N[C@@]2(C)[C@H](CCCc3ccc(NC(=O)c4ncc(F)cc4C)cc23)S1(=O)=O,crossdocked
CCOc1ccc(C(=O)C2=C(O)C(=O)N(Cc3cccnc3)[C@@H]2c2ccc(N(C)C)cc2)cc1,zink
CN1CCN(C2=C3C(=NCN3C)Nc3ccc(F)cc3N2)CC1,chembl
C=CCn1c(SCC(=O)Nc2cccc(C(=O)OC)c2)nnc1-c1ccc(Br)cc1,zink
O=C(C1CCN(CC1)C(=O)c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCCCC1,crossdocked
O=C1CCCc2cc(Nc3cc(C(F)(F)F)ccn3)ccc2N1,chembl
CS(=O)(=O)CCn1ccc2cc(-n3c(=O)[nH]c4sc5c(c4c3=O)CCCC5)ccc21,chembl
COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)[C@H]1c1cc(OC)c(OC)cc1Br,zink
c1ccc2ncc(C3=NCCN3)cc2c1,chembl
Cc1ccc(CN2CC[C@@H](N3CCC(CC3)c3ccc(O)cc3)C2=O)cc1,crossdocked
COc1cccc2cc(C(=O)C3=C(O)C(=O)N(CCCN4CCOCC4)[C@H]3c3ccc(C)cc3)oc12,zink
Nc1ccc(C2(C3CCCCC3)CCC(=O)NC2=O)cc1,chembl
COc1ccc(S(=O)(=O)N2CCCCN3[C@H](CO)[C@@H](c4ccc(C#CC(C)C)cc4)[C@H]3C2)cc1,chembl
COc1ccc([C@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2ccc(Br)cc2)cc1OC,zink
Cn1c(CNCC2CC2)nc2ccccc21,chembl
Cc1cnc(c(F)c1)C(F)(F)CN1CCC(CC1)Nc1ncnc2[nH]ncc12,crossdocked
CC(C)C(=O)Nc1nnc(SCC(=O)N2c3ccccc3CC2C)s1,chembl
Cc1cc(cc(n1)-c1cnn2ccc(nc12)-c1ccccc1)C(=O)N1CCC[C@@H]1CN,crossdocked
CC(C)c1ccccc1OCCN1CCC(CC1)N(CC1CC1)S(=O)(=O)c1cnn(C)c1,crossdocked
COc1cc(C=Nn2c(S)nnc2-c2ccc(C(C)(C)C)cc2)cc(OC)c1OC(C)=O,zink
C=C(C)Cn1c(S[C@@H](C)C(=O)N2CCCCC2)nc2ccc(I)cc2c1=O,zink
COc1cccc(n1)-c1nnc(NS(=O)(=O)[C@@H](C)[C@H](C)c2cnc(OC)cn2)n1C1CC1,crossdocked
CCOc1ccnc(N2CCC3(CC2)CC(=O)NC(=O)C3)n1,chembl
Clc1ccccc1NN=Cc1ccccn1,chembl
COc1cnccc1-c1nccnc1OC1CN(c2ccc3ccccc3n2)C1,chembl
CCc1nn(C2CCCC2)c2c1CCn1c-2nnc1C1(C)CCCCC1,chembl
CCOC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OCC)[C@@H](c3ccccc3OC)C2)[C@@H]1c1ccsc1,zink
C=CCC(O)(CC=C)CNC(=O)c1cc(NC(C)=O)cc2nc(-c3ccccc3F)n(CC)c12,zink
Cc1cnnn1-c1cc(nc(C)n1)N1CC(C1)c1nc2ccccc2n1C,crossdocked
CCc1cccnc1NC(=O)CC1(OC)CCC1,chembl
C=CCOc1ccccc1CN1CCC([C@]2(CC)NC(=O)N(CCc3scnc3C)C2=O)CC1,zink
CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2ccc(Br)cc2)[C@H]1c1ccccc1,zink
COc1ccc2nc3cc([125I])ccc3c(OC)c2c1,chembl
CCc1ccc([C@@H](CNc2oc(-c3ccc(S(=O)(=O)N(C)C)cc3)nc2C#N)N2CCCC2)cc1,zink
CCOC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OCC)[C@H](c3ccco3)C2)[C@H]1c1ccccc1C,zink
COc1cccc(c1)-c1cc(Cc2ccncc2)cc2cccnc12,crossdocked
COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccccc3OC)C2)[C@@H]1c1cc(OC)c(OC)c(OC)c1,zink
Cc1cc(cc(c1)-c1cc(ccn1)-n1cccn1)C#N,crossdocked
Cc1nc(-c2ccc(S(=O)(=O)Nc3ccc(S(N)(=O)=O)cc3)cc2)co1,chembl
C[C@H]1CCN([C@@H]1c1nc2cc(C)c(C)cc2[nH]1)C(=O)c1cc(Cl)ccc1-n1nccn1,crossdocked
C[C@@H]1SCc2ncnc(N3CCN(CC3)C(=O)C(Cc3ccc(Cl)cc3)CC(C)(C)N)c12,crossdocked
CN(C)[C@H]1CC[C@@H](CC1)C(=O)Nc1cc2cc(ccc2cn1)-c1cnc(C)o1,crossdocked
NC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)[C@]11CCOC1)c1ccc(C#N)c(c1)C(F)(F)F,crossdocked
CC(C)Cn1ncc2c1nc(NC(C)c1ccc(Cl)cc1)[nH]c2=O,crossdocked
COC(=O)[C@@H]1C2CCC(C2)C[C@H]1c1ccc(Cl)c(Cl)c1,crossdocked
COc1cc([C@H]2C(C(=O)c3ccco3)=C(O)C(=O)N2CCCN(C)C)ccc1OCCC(C)C,zink
Cn1cc(cn1)-c1ccc2[nH]nc(-c3cc(ncn3)N3CCS(=O)CC3)c2c1,crossdocked
CC(C)(C)OC(=O)N[C@@H]1CCN(C1)C(=O)OC1C2CC3CC(C2)CC1C3,crossdocked
Clc1ccc(cc1)C(=O)CCC(=O)N1CCN(CC1)C1CCCC1,crossdocked
COc1cc(O)cc2c1-c1c(O)cc(O)cc1C2=O,chembl
COC(=O)c1n[nH]c2c1CN(c1nccc(C)n1)CC2,chembl
Cc1ccc2nc3c(cc2c1)c(NC(=O)c1ccco1)nn3CC(C)C,chembl
COc1cccc(CNC(=O)CCC2CCCN(C(=O)c3ccc(C)nc3)C2)c1,chembl
C=CCn1c(CNC(=O)c2ccc(F)cc2)nnc1SCC(=O)Nc1c(C)cccc1CC,zink
CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@@H]5O[C@@H]5[C@@]5(O)CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C1,zink
Cc1ccc([C@H]2CC(=O)C3=C(C2)NC(=O)C[C@H]3c2cc3c(cc2Br)OCO3)cc1,zink
CN(C(=O)c1c(C)nn2c(cc(=O)[nH]c12)C1CCNCC1)c1ccccc1C,crossdocked
CCCCOc1ccc(C(=O)C2=C(O)C(=O)N(CCN(C)C)[C@H]2c2ccc(F)cc2)cc1C,zink
CCN(CC)CCNc1cc(C)c(C#N)c2nc3ccccc3n12,chembl
Fc1ccc(C(=O)N2CC3CC(Nc4ccc(cn4)C(F)(F)F)C2C3)c(c1)-n1nccn1,crossdocked
CCc1[nH]c(O)nc1C(=O)c1cccnc1,chembl
CCNc1n[nH]c2cc(NC(=O)N[C@@H](COC)c3ccc(F)cc3)ncc12,crossdocked
CCS(=O)(=O)N1[C@H]2CCC[C@@H]1C[C@H](C2)Nc1nc(Nc2cc(C)[nH]n2)cc2ncccc12,crossdocked
Cc1ccc(S(=O)(=O)N/N=C/c2cc(Br)ccc2OC(=O)c2ccccc2)cc1,zink
CCCCNc1nc(N)nc2ccn(Cc3cccc(C)n3)c12,crossdocked
CCCOC(=O)c1cccc(NC(=O)C(C)(C)C)c1,chembl
COc1ccccc1C(=O)N1CCN(C(=O)Nc2ccc([C@@H](C#N)c3ccccc3)cc2)CC1,zink
C(Nc1ccccc1-c1ncco1)C1=NCCN1,crossdocked
Cc1ccc(S(=O)(=O)n2ccc3cc([N+](=O)[O-])ccc32)cc1,chembl
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2cc3c(cc2CCN1C)OCO3,chembl
ONC(=O)c1ccc(CNc2cccc3cccnc23)cc1,crossdocked
CC(C)c1cc(Oc2c(C)cc(NC(=O)C(N)=O)cc2C)ccc1O,crossdocked
COC(=O)c1cccc(NC(=O)Cn2nnc3ccccc32)c1,chembl
COCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccccc3)C2)[C@@H]1c1ccc([N+](=O)[O-])cc1,zink
COc1ccc(C(=O)/C=C/c2ccc(OC)c(Br)c2)c(O)c1,chembl
CC(C)(C)c1cncc(n1)-c1cc2n(ncc2cn1)-c1cccc(n1)N1CCNCC1,crossdocked
OC(COCc1cccs1)CN1CCC(c2ccn[nH]2)CC1,chembl
Cn1cc(Br)c(-c2cccc(N3C(=O)CCCC3=O)c2)n1,chembl
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,zink
CC(C)=CN1Cc2cc(Cl)cc3[nH]c(=O)n(c23)C[C@@H]1C,chembl
CCOc1ccc(C(=O)NCCS(=O)(=O)N2CCN(c3ccccc3F)CC2)cc1OCC,chembl
COc1ccc(C(=O)/N=C(/NC(=O)c2ccc(OC)cc2)Nc2nc3ccccc3s2)cc1,zink
CC(C)Oc1ccc(cc1)S(=O)(=O)N1C[C@@H](C)[C@H](C1)n1cc(CC(O)=O)c2ccc(F)cc12,crossdocked
COC(=O)CC1c2[nH]c3ccccc3c2CCN1Cc1ccccc1,chembl
O=C(NC1CCCC1)c1noc(-c2ccc(C(F)(F)F)cc2)c1F,chembl
COCCCN1C(=O)C(O)=C(C(=O)c2ccc(OC)cc2)[C@H]1c1cccc(Br)c1,zink
CC(C)C(=O)O[C@H]1Cc2c(OC1(C)C)ccc1ccc(=O)oc21,crossdocked
COc1cc2c(cc1[C@@H]1C3=C(CC(C)(C)CC3=O)N=C3N=CNN31)[C@H](C)CC(C)(C)N2C(C)=O,zink
COc1ccc(cc1OC)-c1c[nH]c2ncc(cc12)-c1ccc(C)c(N)c1,crossdocked
CNC(=O)[C@H]1CC[C@@H](CC1)Nc1nc(C)nc2c(C)cc(cc12)-c1cncs1,crossdocked
COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1cc(OC)c(OC)cc1Br,zink
[O-][s+]1nc(Nc2cc(Cl)cc(Cl)c2)c(NC2CC2)n1,chembl
O=C1NC(c2ccccc2Cl)Nc2ncccc21,chembl
CCc1ccc([C@@H]2C(C(=O)c3ccc(OC)c(C)c3)=C(O)C(=O)N2CCN(CC)CC)cc1,zink
COC(=O)[C@@H]1C(=O)C2=C(C[C@@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@H]2c1ccc(C)c([N+](=O)[O-])c1,zink
COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(OC)c(C)c3)[C@H]2c2ccc(O)cc2)nc1C,zink
COc1ccc(cc1N1CCN(C(C)=O)C(C)(C)C1=O)-c1cc(C#N)c2c(N)ncnn12,crossdocked
CN(C)C(=O)Cn1c2cc(cnc2n(C)c1=O)-c1cc(C)cs1,crossdocked
COc1cc([C@@H]2C(C(=O)OCc3ccccc3)=C(C)NC3=C2C(=O)CCC3)cc(OC)c1OC,zink
COc1ccc2c(c1)[C@@]1(C)CCN(C)C(C2)[C@H]1O,chembl
COC[C@H](C)Oc1cc(cc(c1)C(=O)Nc1ccn(C)n1)C#Cc1cccc(c1)N(C)C,crossdocked
CCOC(=O)C1=C(CC)NC2=C(C(=O)CCC2)[C@H]1c1ccccc1I,zink
CCOC(=O)C1=C(Nc2ccc(OCC)cc2)S/C(=C\c2ccc(N3CCOCC3)o2)C1=O,zink
CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N\OCC(=O)NCc5ccccn5)CC[C@]4(C)[C@H]3CC[C@@]21C,zink
N[C@@H](CC(=O)N1CCC[C@H]1c1nc(no1)N1CCOCC1)Cc1cc(F)c(F)cc1F,crossdocked
C=CCOC(=O)C1=C(C)N=c2s/c(=C\c3cccc4ccccc34)c(=O)n2[C@@H]1c1ccc(OC)cc1,zink
C[C@@H](CO[C@H]1CC[C@@H](CC1)Oc1ccc2nc(OCC(F)F)sc2c1F)NC(C)=O,crossdocked
Cn1nc(OCC2CCOC(C)(C)C2)c2ccc(NC(=O)c3ccccn3)cc12,crossdocked
O=C(CCOc1ccc(cc1)C(=O)N1CCNCC1)N1CCC(Cc2cnc[nH]2)CC1,crossdocked
Cc1nn2c(O)c3c(nc2c1-c1ccccc1)CCC3,chembl
CC(F)Cc1cn(nn1)-c1cnc(cc1NC1CC1)-n1ncc2cc(cnc12)C#N,crossdocked
O=C1N(CCCCN2CCN(CC2)c2nccc3sccc23)S(=O)(=O)c2ccccc12,crossdocked
C=CCOc1c(Br)cc(/C=C2\C(=O)NC(=O)N(c3ccc(Cl)cc3)C2=O)cc1OC,zink
CCC(=O)N1CC[C@@H](C1)Oc1ccc2OCCN(c3cnc(OC)c(c3)C(F)(F)F)c2c1,crossdocked
COc1ccc(C2=NOC(C(=O)NCCCn3ccnc3)C2)cc1,chembl
O=C(NCCc1c(C(F)(F)F)[nH]c2ccccc12)C(=O)Nc1cc(F)c(OC(F)F)cc1F,zink
CCCOc1ccc(N2C(=O)C[C@@H](SC(=N)N/N=C(\C)CCc3ccc4c(c3)OCO4)C2=O)cc1,zink
O=C(c1cc(-c2ccco2)nc2c(Cl)cccc12)N1CC[C@H]2CNC[C@H]21,chembl
CC(C)(C)c1ccccc1OCC(=O)Nc1ccc(O)cc1C(=O)O,chembl
C=CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCN(CC)CC)[C@@H]2c2cccc([N+](=O)[O-])c2)cc1C,zink
CCN(CC)CCCN1C(=O)C(O)=C(C(=O)c2ccccc2)[C@H]1c1cc(OC)c(OC)c(OC)c1,zink
Cc1csc(NC(=O)CSc2nnc(-c3cccnc3)o2)n1,chembl
C[C@H](NC(=O)C(C)C#N)c1ccc(CN2CCc3cc(OCC4CC4(F)F)ccc3C2)cc1,crossdocked
CCC(=O)OCOC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@@H]1[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,zink
COC(=O)[C@@H]1C(=O)C2=C(C[C@@H]1C)Nc1ccccc1N[C@@H]2c1cc2c(cc1Br)OCO2,zink
O[C@H](CN1C[C@H]2C[C@](O)(Cc3ccccc3)C[C@H]2C1)c1ccc(O)c(F)c1,crossdocked
CC/C=C/c1ccnc2c(NC(C)CCCN)cc(OC)cc12.O=C(O)/C=C/C(=O)O,chembl
CC(C)(O)CNC(=O)[C@@H]1[C@H]2CN(Cc3ccc(cc3)[C@H]3COc4cccnc4O3)C[C@@H]12,crossdocked
Nc1nc2n(CCN3Cc4ccccc4C3)ncc2c2nc(nn12)-c1ccco1,crossdocked
CCCn1c(nc2ccccc12)C1CN(C1)c1cc(nc(C)n1)-n1nc(C)nc1C,crossdocked
COc1cc([C@@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc(OC)c1O,zink
O=C(NCC1CCN(C(=O)C2CCOC2)C1)c1ccc(NC(=O)N2Cc3ccncc3C2)cc1,chembl
CCN(CC)CCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,chembl
CC1=C(C(=O)OC(C)C)[C@H](c2ccccc2I)C2=C(CCCC2=O)N1,zink
C[C@H]1C[C@H]1c1nc(C#N)c(N2CCC(c3nc(-c4ccc(I)o4)no3)CC2)o1,zink
CC(=O)C(c1ccccc1)C(c1ccccc1)C(C)[N+](=O)[O-],chembl
COc1ccc(-c2c(C#N)c(N)nc(SCC(=O)Nc3ccccc3C)c2C#N)cc1OC,zink
CCOc1cc(O[C@H]2C[C@H]([C@H](O)[C@@H]2O)n2ccc3c(C)ncnc23)c2CNCCc2c1F,crossdocked
Nc1cc(ccc1NS(N)(=O)=O)-c1ccc(cc1)C(F)(F)F,crossdocked
CCSCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)[C@H]1c1cc(Br)c(O)c(OC)c1,zink
COCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@H]1c1cccc(Br)c1,zink
ONCC(Cc1ccccc1)C(=O)NCC(O)=O,crossdocked
CC(C)C[C@H](N)[C@](O)(Cc1cc(ccn1)N1CCCCC1)C(O)=O,crossdocked
C=CCn1c(SCC(=O)Nc2ccc(OCC)cc2)nnc1[C@@H](C)NC(=O)c1ccc(F)cc1,zink
CS(=O)(=O)N(CC(=O)Nc1ccc(Cl)c(Cl)c1)C1CCCCC1,chembl
Cc1ccc(C(=O)C2=C(O)C(=O)N(c3ncccn3)[C@@H]2c2cccc(Br)c2)cc1,zink
Nc1nc(C(=O)NCc2ccco2)cn2c1nc1ccccc12,chembl
O=c1cc(C2CCNCC2)n2ncc(-c3cc(cs3)C#N)c2[nH]1,crossdocked
CN([C@@H]1CCN(C1)C(=O)OC1C2CC3CC(C2)CC1C3)C(=O)OC(C)(C)C,crossdocked
Cl.CN(C)[C@@H]1C[C@@H](c2cccc(Br)c2)c2ccccc2C1,crossdocked
CN1C(=O)NC(=O)C(C(=O)Nc2ccc3cc4ccccc4cc3c2)C1=O,chembl
CC(C)Nc1nc2cc(C(=O)N(C)C)ncc2nc1N1CCN(Cc2ccc(F)cc2F)CC1,chembl
CCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,zink
CCn1c2cc(ccc2c2[nH]ncc2c1=O)-c1ccncc1F,crossdocked
CC(C)C[C@](C)(N)COc1ccc(cc1OC(F)(F)F)-c1ccnc(NC(C)=O)c1,crossdocked
CCOC(=O)COc1cc(Br)c(/C=C2\S/C(=N\c3ccccc3)NC2=O)cc1OC,zink
Fc1ccc(-c2ccc(/C=N/n3cnnc3)o2)cc1,chembl
Cn1nc(F)c2ccc(cc12)-c1cncc2c1COCC2(C)O,crossdocked
CC(C)(COc1ccc(cn1)-c1ccc(cc1F)-c1ncc([nH]1)C(F)(F)F)C(O)=O,crossdocked
COc1ccc2[nH]c(nc2c1)C1CCCN1C(=O)c1cc(C)ccc1-n1nccn1,crossdocked
Nc1nc(nc(NCc2cncs2)c1Br)-n1ncc2ccncc12,crossdocked
CN(Cc1cnn(C)c1)C(=O)c1ccc(=O)n(Cc2ccccc2)n1,chembl
CCCCN1C(=O)[C@](NC(=O)c2ccccc2OC)(C(F)(F)F)C2=C1CC(C)(C)CC2=O,zink
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1N2C,chembl
CC1Cc2c(COc3ccccc3)nc3c(c2CO1)CN(C(=O)c1cccnc1)CC3,chembl
Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]4(CC(=O)\C(CC[C@@]34O)=C/c3ccccc3)c2c1,crossdocked
COc1ccc(-c2[nH]nc(N)c2-c2cc(OC)c3c(c2OC)OCO3)cc1,chembl
C1CN(CCO1)[C@H]1CC[C@@H](CC1)Nc1ncnc2ccc(cc12)-c1cccnc1,crossdocked
CC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N\OCC(=O)NCc5ccncc5)CC[C@]4(C)[C@H]3CC[C@@]21C,zink
COCc1ccccc1-c1ccccc1-c1nnnn1-c1ccccc1F,crossdocked
C=CCn1nc(C(=O)N2CCCCCC2)c2c1CC[C@@H](NC1CCN(Cc3ccccc3)CC1)C2,zink
CC(C)C(=O)NCc1ccc(Cl)c(c1F)-c1nc(cc(=O)[nH]1)-c1ccc(cn1)C(F)(F)F,crossdocked
C=CCn1c(SCC(=O)Nc2ccccc2OC)nnc1[C@H](C)NC(=O)c1ccc(C)cc1,zink
Cc1ccc(C2C(c3ccccc3)=NN(c3ccccc3)C23C(=O)N(C)C(=O)N(C)C3=O)o1,chembl
CC(C)C1=CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CC1C(C(=O)O)C3C(=O)[O-].[Na+],chembl
C=CCN(Cc1ccc(C#N)cc1)C(=O)c1cccc(C(=O)N(CC=C)Cc2ccc(C#N)cc2)n1,zink
COc1ccc(c(c1)C(=O)N1CC[C@H](C)[C@H]1c1nc2cc(C)c(C)cc2[nH]1)-n1nccn1,crossdocked
Cn1cc(NC(=O)c2ccc3cnc(nn23)N2C[C@H]3CN[C@H](C3)C2)c(n1)C(F)F,crossdocked
CO[C@H](C(=O)Nc1nnc(N[C@@H]2CCN(C2)c2cccnn2)s1)c1ccc(F)c(OC)c1,crossdocked
N#Cc1ccc(/C=C/n2ncc(Cl)c(Cl)c2=O)cc1,chembl
CCOC(=O)c1[nH]c(C)c(C(=O)C2=C(O)C(=O)N(CCCN(CC)CC)[C@H]2c2ccc(C)cc2)c1C,zink
Cc1nc(C)c(CNc2nc(C3CC3)nc(Cl)c2C)s1,chembl
CC1(C)C(=O)N([C@H]2CCc3c2cccc3O)c2nc(Nc3ccccc3)ncc12,crossdocked
COc1cc(ccc1-c1cn[nH]c1)C(=O)N1C[C@H](O)C[C@@H]1c1ccccc1F,crossdocked
CCc1c(C(=O)O)nnn1-c1cc(C)cc(C)c1,chembl
COC(=O)[C@@](NC(=O)c1ccc(OC)cc1)(Nc1sc2c(c1C#N)CC[C@@H](C)C2)C(F)(F)F,zink
COC(=O)C1=C(C)N(CC(C)C)C(=O)/C1=C\c1cccs1,chembl
Cc1ncc(-c2ccc3cnc(NC(=O)C4CCC(F)(F)CC4)cc3c2)n1C,crossdocked
Cc1ccccc1N1OC2C(=O)N(c3ccc(F)cc3)C(=O)C2C1c1ccccn1,chembl
COc1cc([C@H](C2=C(O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)ccc1OC(C)=O,zink
OC(=O)Cc1cccc(c1)C(=O)c1cnc(NC2(CC2)c2cncnc2)nc1,crossdocked
O=C(Nc1ccc(Cl)c(Cl)c1)C1CC1,chembl
COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(N(C)C)cc3)C2)[C@@H]1c1ccc(O)c(OC)c1,zink
C#CCOc1c(Br)cc([C@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)c2ccccc23)cc1OC,zink
COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1cc(I)ccc1F,zink
CCC(C1=C(O)C2CCCCC2OC1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cn2)c1,chembl
COc1cccc(-c2nc(CNCc3cc(OC)c(OC)c(OC)c3)co2)c1,chembl
CCOc1ccc([C@@H]2C(C(=O)OC3CCCC3)=C(C)NC3=C2C(=O)[C@@H](C(=O)OC)[C@H](C)C3)cc1OC,zink
CC(C)(O)Cn1cc(cn1)-c1cc(F)c(O)cc1F,crossdocked
COc1cc(NC(=O)C2Cc3ccccc3N2C(=O)c2ccccc2)cc(OC)c1,chembl
CC1(C)C=C(C(=O)NCCCN2C(=O)C3CCCCC3C2=O)C(C)(C)N1,chembl
Cc1ccc(cc1NC(=O)c1cnc2ccc(F)cn12)-c1noc(n1)C1CC(F)(F)C1,crossdocked
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=C/C(=N/OCC(=O)NCc5cccnc5)CC[C@]4(C)[C@@H]3CC[C@@]21C,zink
COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3cccs3)[C@@H]2c2cccc(OC)c2)nc1C,zink
O=C(C1=C(O)C(=O)N(c2nncs2)[C@@H]1c1cccc(Br)c1)c1ccc(F)cc1,zink
CC#CCN1C(=O)N[C@@](CCCc2ccccc2)(C2CCN(Cc3c[nH]c(CCCC)n3)CC2)C1=O,zink
CCC(=O)OCOC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@@H]1[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,zink
COc1ccc(/C=N/n2c(S)nnc2C(F)(F)Cl)cc1COc1ccc([N+](=O)[O-])cc1,zink
Nc1cc(C(=O)O)ccc1Nc1ccc(F)c(F)c1,chembl
CCCC[C@]1(OC)OCC(=O)[C@@]2(CC[C@@H]3[C@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@H]4[C@@H](O)C[C@@]32C)O1,zink
O=C(NCSC1=NCCS1)c1ccccc1,chembl
COC(=O)N(CC(O)=O)Cc1cccc(OCc2nc(oc2C)-c2ccc(Cl)cc2)c1,crossdocked
C=CCOc1ccc([C@@H]2C(C(=O)c3ccc(OC)cc3C)=C(O)C(=O)N2CCCN(C)C)cc1,zink
CC(O)[C@@]12C[C@@H]1C[C@H]1[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]12C,chembl
CC1CN(C(=O)N2CCC(C(=O)NCCC3=CCCCC3)CC2)c2ccccc2O1,chembl
Cc1ccc(CN2CCNC(=O)[C@@H]2Cc2nc(-c3cccnn3)no2)cc1,chembl
CCCCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)[C@H]1c1cc(Br)c(O)c(OC)c1,zink
CCOc1cc(C#N)ccc1O[C@@H]1C(=O)N(C[C@H]2CCCO2)[C@@H]1c1cccc(Br)c1,zink
COc1ccc(-c2noc(CF)c2-c2ccc(OC)cc2)cc1,chembl
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@H](C)C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)CC[C@@]4(C)C3=CC[C@]21C,zink
CCOC(=O)SC1=N/C(=C\c2cc(I)c(OC)c(OC)c2)C(=O)S1,zink
Cn1c(CN2CCC(CC2)c2ccc(cc2)C(F)(F)F)nc2ncccc12,crossdocked
CC1=C(C(=O)Nc2ccccc2)[C@@H](c2cc(CN3CCOCC3)c(C)s2)C2=C(CCCC2=O)N1,zink
CCOc1nc2ccc(OC[C@@]3(F)C[C@@H](C3)OC[C@H](C)NC(C)=O)nc2s1,crossdocked
Nc1nc(cc(n1)N1CCNCC1)C1CCCC1,crossdocked
COC(=O)[C@@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OCCOc1ccccc1)[C@H]2c1ccc(F)cc1,zink
CNc1cncc(c1)-c1c[nH]c(=O)c(NC(=O)c2ccc(cc2)N2CCCCC2)c1,crossdocked
Cc1ccc(OCC(=O)N(C)CC(=O)NCc2ccco2)c(Br)c1,chembl
Cc1ccc2c(c[nH]c2c1)C(=O)Nc1ccc(Oc2cccnc2C)nc1,crossdocked
C=CCn1c(CC(=O)Nc2ccc(OCC)cc2)nnc1SCC(=O)Nc1ccc(Cl)cc1,zink
Cc1ccc(O)c(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)c1,chembl
