SMILES,dataset
CC(C)Oc1ccc(C(=O)C2=C(O)C(=O)N(CCN(C)C)[C@@H]2c2ccc(Br)cc2)cc1,zink
COc1ccc(/C=C2\Oc3c(ccc4c3[C@@H](c3ccncc3)CC(=O)O4)C2=O)c(OC)c1OC,zink
CCc1cccc(NC(=O)CSc2nc(C)cs2)c1,chembl
CC(C)(C)NC(=O)CN1CC(Cc2nc3c(cc(cc3[nH]2)C(F)(F)F)C(F)(F)F)C1,crossdocked
CN(Cc1nc(C(c2ccccc2)c2ccccc2)no1)CC1COCCO1,chembl
FC(F)(F)c1cncc(c1)-c1cc2CCN3c2c(CCC3=O)c1,crossdocked
C/C(=N\Nc1ncc(-c2ccc([N+](=O)[O-])cc2)cn1)c1ccc(I)cc1,zink
CN(C(=O)C=C)c1cccc(c1)-c1ccc(C(N)=O)c2[nH]c(C)c(C)c12,crossdocked
COC(=O)c1ccc(N2C(=O)C[C@@H](S/C(=N/c3ccccc3)NCCc3ccccc3)C2=O)cc1,zink
CCN1CCN(Cc2ccc3cc[nH]c3n2)CC1(C)C,chembl
C[C@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,chembl
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,crossdocked
CC(C)=CCOc1cccc(NC(=O)Nc2ccccc2F)c1,chembl
Cc1c(C(=O)C2=C(O)C(=O)N(Cc3cccnc3)[C@H]2c2cccc([N+](=O)[O-])c2)cnn1-c1ccccc1,zink
CN(C(=O)c1ccc2nccnc2c1)C1CCCCC1,chembl
Cc1ccc(C(=O)N2CCC[C@@H](C(=O)[C@H](C#N)c3nc(O)c4c5c(sc4n3)CCCC5)C2)cc1,zink
Oc1c2CCCn2c(=O)n1CN1CCN(CC1)c1cccc(Cl)c1,crossdocked
COc1ccccc1NS(=O)(=O)c1ccc(Br)s1,chembl
COc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)OC(C)(C)C)c1,chembl
Cc1cc2[C@@H](OCCc2cc1Cl)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(N)ncnc12,crossdocked
CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=C/C(=N\OCC(=O)N[C@H]5CCCCNC5=O)CC[C@]4(C)[C@@H]3CC[C@]12C,zink
COc1cc([C@H]2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2Cc2cccnc2)cc(OC)c1OC,zink
O=C(Nc1nc2ccc(Cl)cc2s1)N1CCN(C(=O)c2cccc(F)c2)CC1,chembl
Fc1ccc(OCCNCC2NCCc3c2[nH]c2ccccc32)cc1,chembl
CCOc1ccc(CC(O)=O)cc1-c1ccc(F)c2CCN(Cc12)C(=O)OCCC#C,crossdocked
COc1cc(/C=N/N2C(=O)[C@@H]3[C@@H](C2=O)[C@H]2C=C[C@H]3C2)ccc1OCc1ccc(Br)cc1,zink
Cc1ccc(S(=O)(=O)N=C2S[C@@H](CC(=O)Nc3ccc(F)cc3)C(=O)N2c2ccccc2)cc1,zink
CC(O)CNc1nccc(n1)-n1c(CC#N)cnc1-c1ccc2OCOc2c1,crossdocked
O=c1c(-c2ccccc2Cl)cc(-c2ccccn2)cn1-c1cccnc1,chembl
COc1cc(ccc1-c1cc(Nc2cnc(cn2)C#N)n[nH]1)N(C)CC1CCNCC1,crossdocked
CCC(=O)NCC1CCc2c(OC)ccc3cccc1c23,chembl
CN1CCN(/N=C/c2ccc(Br)cc2)CC1.Cl,chembl
O=C(O)c1nc(O)c2c3c(sc2n1)CCCC3,chembl
CN1CCC[C@H](C1)C(=O)Nc1ccc(cc1)-n1cc2cccc(C(N)=O)c2n1,crossdocked
CCOc1cc([C@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)C[C@@H](c2ccc(OC)cc2)C3)ccc1O,zink
COCCCNC(=O)Cn1cc(C(C)=O)c2ccccc21,chembl
COc1ccccc1CC(=O)c1ccc(O)cc1O,chembl
O=C(NC1CC2CCC1C2)c1cc2n(n1)CCN(Cc1c(F)cccc1Cl)C2=O,chembl
CC(C)Oc1ccc(Nc2nc(cnc2C(N)=O)N2CCC[C@@H](NC(=O)N(C)C)[C@H]2C)cc1,crossdocked
Cn1cc(NC(=O)c2cnn3ccc(nc23)N2CC[C@@H]3C[C@H]2CN3)c(n1)C(F)(F)F,crossdocked
Cc1cccc(Nc2cc(Cl)nc(OCC(=O)O)n2)c1C,chembl
CC(=NNC(=O)c1ccc2[nH]cnc2c1)c1ccc(Br)cc1,chembl
COC(=O)C1CCN(C(=O)CN(C)Cc2ccc(C(C)(C)C)cc2)CC1,chembl
Cc1nn2ccc(CCc3nc(cn3C)-c3ccccc3)nc2c1C,crossdocked
COC1CN(C1)c1cc(ncc1C1CC1)-c1noc(n1)C(C)(C)C,crossdocked
Cc1nc(Nc2ccccc2)sc1C(=O)Nc1ccccc1,chembl
CCCOc1ccc(C(=O)Oc2ccc(/C=N/NS(=O)(=O)c3ccc(C)cc3)cc2)cc1,zink
CNC(=O)c1ccccc1NCC1=NCCN1,crossdocked
CC(=O)NC(c1ccc(N(C)C)cc1)c1ccc2cccnc2c1O,chembl
CC#CCN1C(=O)N[C@@](CCc2ccccc2)(C2CCN(Cc3ccc(F)cc3F)CC2)C1=O,zink
CN(CCNC(=O)c1ccc(Cl)cc1)Cc1ccccc1,chembl
COc1cc(OC)c2c(c1Cl)O[C@]1(C(=O)C=C(NCCc3nc4ccc(F)cc4[nH]3)C[C@H]1C)C2=O,zink
O=C1[C@@H]2[C@@H](C(=O)N1/N=C/c1ccc(-c3ccc(Br)cc3[N+](=O)[O-])o1)[C@H]1C=C[C@H]2CC1,zink
COc1ccc([C@H]2C(C(=O)OC[C@@H]3CCCO3)=C(C)NC3=C2C(=O)CC(C)(C)C3)c(OC)c1,zink
COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(OC)cc3)[C@H]2c2cccs2)nc1C,zink
C=CCn1c(SCC(=O)NCc2ccc3c(c2)OCO3)nc2scc(-c3ccccc3)c2c1=O,zink
CCCCC(N)P(=O)(O)C(O)C(C)c1ccccc1,chembl
CSc1c(Cl)nc(N2CCN(C)CC2)nc1NCc1ccccc1,chembl
CC(C)CN(C(=O)CN(C)C(=O)c1ccco1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,chembl
COCCN1C(=O)COc2ccccc2C1C(=O)NC1CCCC1,chembl
Cc1cccc(S(=O)(=O)N2CCCc3cc(-c4cccnc4)ccc32)c1,chembl
C=CCn1c(SCCOc2ccc(OC)cc2)nnc1[C@@H](C)NC(=O)c1ccc(OC)cc1,zink
CCOCCOc1n[nH]c(c1C)-c1cc(ccc1C)C(=O)N1CC(C1)c1ccc(cc1)C#N,crossdocked
COc1ccc(OC)c([C@@H]2C(C(=O)/C=C/c3ccccc3)=C(O)C(=O)N2CCCCCC(=O)O)c1,zink
OC(=O)c1cc2CSc3c(F)ccc(F)c3-c2s1,crossdocked
Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(cc1F)S(=O)(=O)Nc1ncns1,crossdocked
CC1=C(C(=O)Nc2ccc(Br)cn2)[C@@H](c2ccc([N+](=O)[O-])cc2)C2=C(CCCC2=O)N1,zink
Cc1cc(C(=O)NCC2CCC(C(=O)N(C)C)O2)co1,chembl
C[C@@H](CO[C@H]1CC[C@@H](CC1)Oc1ncc(cc1C#N)-c1ncc(F)cn1)NC(C)=O,crossdocked
CCOC(=O)/C(=N\Nc1ccc(C(C)=O)cc1)C(=O)CSc1ccc(Br)cc1,zink
CN1C(=O)c2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,chembl
CCCc1noc(CN(CC)[C@@H](C)COC)n1,chembl
COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3cccs3)C2)[C@@H]1c1ccc(OC(C)=O)c(OC)c1,zink
CCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(OC)cc3)C2)[C@@H]1c1ccc(O)c(OC)c1,zink
C=CCNC(=O)c1ccccc1NC(=O)CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1,zink
CCOC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(OC)c(C)c3)[C@H]2c2ccco2)nc1C,zink
CC(C)(C)OC(=O)N1CCC(c2cc3cc(-c4cnco4)ncc3o2)CC1,chembl
C=CCn1c(SCC(=O)Nc2ccc(F)c(Cl)c2)nnc1[C@H](C)NC(=O)c1ccccc1,zink
COc1cc(OC)c2c(c1Cl)O[C@]1(C(=O)C=C(Nc3ccc4nc[nH]c4c3)C[C@H]1C)C2=O,zink
CN(C)S(=O)(=O)N(C)c1cncc(c1)-c1ccnc(NC(C)=O)c1,crossdocked
CN1CC[C@H](Oc2cccnc2)C1,chembl
O[C@@]12CC3CC(C1)[C@H](NC(=O)c1cccc(n1)N1CCN(CC1)c1ccc(cc1)C#N)C(C3)C2,crossdocked
Cc1cc(F)ccc1NC(=O)c1cnn2c(cc(=O)[nH]c12)C1CCNCC1,crossdocked
CCOC(=O)c1c(C)[nH]c(C)c1S(=O)(=O)N1CCCCC1,chembl
C=C(C)CN(CC)C(=O)c1cn(CCc2ccccn2)cc(C(=O)NC2CCCCCCC2)c1=O,zink
COc1cccc(Nc2cc(C)nc(n2)-c2ccncc2)c1,crossdocked
C=CCn1c(SCC(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)nnc1-c1ccccc1O,zink
Cc1noc(C)c1-c1cccc(C2CCCNC2)n1,chembl
C=CCNC(=O)c1ccccc1NC(=O)CN(c1ccc(C)c(C)c1)S(=O)(=O)c1ccccc1,zink
CN1CCC[C@@H](C1)Nc1cnn(C)c(=O)c1Cl,crossdocked
COCc1nc2ccc(NC3=CC(=O)[C@@]4(Oc5c(Cl)c(OC)cc(OC)c5C4=O)[C@@H](C)C3)cc2[nH]1,zink
Cc1ccc(S(=O)(=O)OC[C@]23[C@H]4[C@@H]5CCC[C@@H]5[C@H]5[C@H]4[C@H]4[C@H]6[C@H]7[C@H](CC[C@H]7[C@H]42)[C@]3(O)[C@]65C)cc1,zink
Cc1cccc(C)c1NC(=O)CNCCCNC(=O)C1=CC(C)(C)NC1(C)C,chembl
O=S(=O)(Nc1nccs1)c1ccc(NCc2cccc(Cl)c2Cl)cc1,chembl
COc1ccc(C(=O)O)c(O)c1CC1=CCCCC1,chembl
COc1ccc(OC)c(S(=O)(=O)N/N=C/c2ccccc2OC/C=C/c2ccccc2)c1,zink
O[C@@H]1CC[C@H](C[C@H]1N1CCC(CC1)c1ccccc1)OCc1ccc(F)cc1,crossdocked
COC1CCC2(Cc3ccc(cc3C22CCSC(N)=N2)C#CC2CC2)CC1,crossdocked
Cc1cc(C2CCCN2C(=O)CN(C)Cc2ccccc2)no1,chembl
O=C(CCc1cccs1)Nc1nc(-c2ccccn2)cs1,chembl
Cc1cccc(N(C)CC(=O)Nc2nncs2)c1C,chembl
CN1CCc2cc(Cl)c(O)cc2C(C1)c1ccccc1,crossdocked
CCOCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(OC)cc3)C2)[C@@H]1c1cccnc1,zink
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12,chembl
O=C(O)CCCCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@H]1c1ccc2c(c1)OCO2,zink
COCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@H]1c1ccc(N(C)C)cc1,zink
Nc1cncc(-c2cn([C@H]3CC[C@H](O)CC3)c3cc(Cl)c(cc23)C#N)c1Cl,crossdocked
CCC/N=C1\S/C(=C\c2ccc(OC[C@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,zink
CCOc1cc([C@@H]2C(C(=O)OC3CCCCC3)=C(C)NC3=C2C(=O)[C@H](C(=O)OC)[C@@H](C)C3)ccc1O,zink
C=CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(C(C)C)cc3)c(=O)n2[C@@H]1c1ccc(OC)cc1,zink
Cc1nnc(N2C(=O)C(O)=C(C(=O)c3ccc(OC(C)C)cc3)[C@H]2c2cccc([N+](=O)[O-])c2)s1,zink
O=C(Nc1ccccc1)c1cnc(Cl)cn1,chembl
O=C(Nc1nc2c(s1)CCCC2)[C@@H]1CCCc2ccccc21,chembl
O=[N+]([O-])c1ncn(CC(O)(Cn2cncn2)c2ccc(F)cc2F)n1,chembl
O=C(Nc1ccc(C(F)(F)F)cc1)N1CC2CC1CN2c1ncccc1C(F)(F)F,chembl
C[C@@H]1CC[C@@H]2[C@@H](C)C[C@@H](C(=O)/C=C\O)[C@]2(O)C1=O,chembl
CCCOc1ccc2CN(Cc3ccc(cc3)[C@H](C)NC(=O)C3CC3)CCc2c1,crossdocked
COc1ccc2cc([C@H]3CC(=O)Oc4ccc5c(c43)O/C(=C\c3ccco3)C5=O)c(=O)n(C)c2c1,zink
O=C(Nc1cccc(Cl)c1)Nc1ccccc1C(=O)NCc1ccco1,chembl
COc1ccc(C(=O)C2=C(O)C(=O)N(CCN(C)C)[C@@H]2c2ccc(OCc3ccccc3)cc2)cc1,zink
CO[C@@H](C)c1c(NC(=O)Nc2cc(Cl)cnc2OCCN(C)C)cnc2cc(Cl)nn12,crossdocked
Cc1nc(C)n(CC2CCCN(CCOc3cccc(F)c3)C2)n1,chembl
COc1c(F)cccc1N[C@@H]1CCN(C1=O)c1ccc(cn1)-c1cn[nH]c1,crossdocked
Cc1csc([C@@H](C#N)C(=O)COC(=O)CC23C[C@H]4C[C@@H](CC(Br)(C4)C2)C3)n1,zink
CC(=O)Nc1cc(nc(n1)-n1nc(C)cc1C)N1CCc2ccccc2C1,crossdocked
Clc1ccc(cc1)N1CCN(Cc2cc3ccccn3n2)CC1,crossdocked
COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)CCC3)[C@@H]2c2cc(OC)c(OC)cc2OC)cc1,zink
O=C(C1=C(O)C(=O)N(C[C@@H]2CCCO2)[C@H]1c1cccc(Br)c1)c1ccc(F)cc1,zink
Clc1ccccc1CNC(=O)c1ccc2c(c1)oc1cnccc21,crossdocked
CNS(=O)(=O)c1ccc2cccc(CCNC(C)=O)c2c1,crossdocked
COc1ccc(Cl)cc1CS(=O)(=O)Cc1noc(C)n1,chembl
O=C(/C=C\c1ccc2c(c1)OCO2)C[C@@]1(O)C(=O)N(Cc2ccccc2Cl)c2ccccc21,zink
CCCCOc1ccccc1[C@@H]1C(C(=O)OCCOCC)=C(C)NC2=C1C(=O)[C@@H](C(=O)OC)[C@@H](C)C2,zink
CCC[C@H](C)N(C)C(=O)NCc1nnc2n1CCC2,chembl
Cc1nn(C)cc1-c1nc2c(N3CCN(Cc4ncon4)CC3)c(Cl)cnc2[nH]1,crossdocked
CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@@H]1c1ccc(OC)c(OC)c1,zink
O=C1CCc2cc(C(O)c3cccnc3)cc3c2N1CC3,chembl
CCCCCn1c(=O)c2c(nc3n2CCN3c2ccc(Br)cc2)n(C)c1=O,chembl
COC(=O)C1=C(N)OC2=C(C(=O)CCC2)[C@@H]1c1ccc(COc2cccc(Br)c2)o1,zink
FC(F)(F)c1ccc(CN[C@H]2CC[C@@H](CC2)c2nnn3cnc4[nH]ccc4c23)cc1,crossdocked
CN([C@H](CN1CCCC1)c1ccccc1)C(=O)CNC(=O)c1ccccc1,crossdocked
Nc1nnc(s1)-c1ccc2[nH]cc(-c3cncc(n3)N3CCCC3)c2c1,crossdocked
Fc1cc(ccn1)-c1ccc(nc1)-n1ccc2ccncc12,crossdocked
C=CCN1C(=O)/C(=C2/C(=O)N(CC(=O)Nc3ccc(Cl)cc3)c3ccccc32)SC1=S,zink
CN(C)CC(N1CCN(CC1)c1ncnc2NCCCc12)c1ccc(c(F)c1)C(F)(F)F,crossdocked
CCCOc1cccc([C@@H]2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCCN(C)C)c1,zink
Cc1nc2n(Cc3ccc(F)cc3F)nc(-c3nnc4c(NC(=O)C4(C)C)n3)c2cc1F,crossdocked
OC(=O)[C@H]1CCN1C(=O)Nc1ccccc1-c1ccccc1,crossdocked
CC#Cc1cncc(c1)-c1ccc2C[C@]3(CCC3)[C@@]3(N=C(C)C(N)=N3)c2c1,crossdocked
Cc1c(C)c2nc(NCc3ccc(cc3)S(N)(=O)=O)sc2c(C)c1O,crossdocked
CN1C(=O)C(c2ccsc2)(c2ccc(F)c(-c3cccnc3F)c2)N=C1N,chembl
COc1n[nH]c2cc(NC(=O)N[C@@H](c3ccccc3)C3(O)CC3)ncc12,crossdocked
CC(C)c1c([nH]c2ccc(cc12)C1CCN(CC(=O)N2CC[C@H](O)C2)CC1)-c1ccnc(C)c1,crossdocked
CC(=O)O[C@H]1C=CC(=O)O[C@@H]1[C@@H](O)[C@@H](Nc1ccccc1)c1ccccc1,chembl
COC1CCN(C(=O)C2CC3CCCC(C2)C3=O)CC1,chembl
CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2cccs2)[C@@H]1c1cccc(Br)c1,zink
CC(=O)c1ccc(N2CCN(S(=O)(=O)c3cccc4nsnc34)CC2)cc1,chembl
COC(=O)[C@@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OC(C)C)[C@H]2c1ccccc1OC(C)C,zink
O=C(C1=C(O)C(=O)N(CCN2CCOCC2)[C@H]1c1ccc(Cl)c(Cl)c1)c1ccc(F)cc1,zink
CC(C)C(=O)NCc1ccc(Cl)c(c1)-c1nc(cc(=O)[nH]1)-c1ccc(Cl)cn1,crossdocked
CC(=O)Nc1nc2c(N(C)C)nc(C(F)(F)F)nc2n1Cc1ccc(C)cc1,chembl
Clc1ccc(COc2ccc3occc(=O)c3c2)cc1,crossdocked
CN(C)CCN[C@H](CN(C)S(=O)(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,chembl
CCCCCCCn1c(N/N=C\C(Br)=C\c2ccccc2)nc2c1c(=O)[nH]c(=O)n2C,zink
C=CCN(c1ccccc1)S(=O)(=O)c1ccc(Cl)c(C(=O)N2CC(=O)Nc3c(F)cccc32)c1,zink
C/N=C(/Nc1cc(Cl)ccc1Cl)S[C@@H]1CC(=O)N(c2ccc(C(=O)OC)cc2)C1=O,zink
O=[N+]([O-])c1ccc(Oc2ccccc2Cl)cc1,chembl
COCCn1cc(C(F)(F)F)ccc1=O,chembl
O=C(O)c1cccc2c1C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1-2,chembl
CC(C)(O)Cc1c[nH]c2ncnc(N[C@@H]3CCCN(C3)C(=O)C=C)c12,crossdocked
CN(c1ccc(F)c(Cl)c1)c1ncnc2cc3c(cc12)OCO3,chembl
COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3cccs3)[C@@H]2c2ccc(F)cc2)nc1C,zink
C=CCn1c(SCC(=O)c2cccc([N+](=O)[O-])c2)nnc1[C@H](C)NC(=O)c1cccc(Cl)c1,zink
Cc1cc(NC2=CC(=O)C(=O)c3ccccc32)no1,chembl
O=C(NS(=O)(=O)c1cccc([N+](=O)[O-])c1)n1ccc2cccnc21,chembl
COc1cccc(/C=C2\Oc3c(ccc4c3[C@@H](c3ccc5c(c3)OCO5)CC(=O)O4)C2=O)c1OC,zink
CC1Cc2cc(Cl)cc(C(=O)NC3CC4CCC(C3)N4C)c2O1,chembl
Cc1ccc(C(=O)[C@H](C#N)c2nnc(-c3ccccc3)n2C)cc1NC(=O)c1ccc2c(c1)OCCO2,zink
COc1ccccc1N1CCN(Cc2cn3cc(C)cc(N4CCOCC4)c3n2)CC1,chembl
COc1cc(/C=N/Nc2ccc3nnc(-c4c(F)cccc4Cl)n3n2)cc(OC)c1OC,zink
NNc1nc2cc(Cl)c(Cl)cc2nc1Cc1ccccc1,chembl
COc1ccc(CNC(=O)Cn2ccc3ccc(N4CCCCC4)nc32)c(OC)c1,chembl
Cc1ccc(NC(=O)c2cccc(c2)C(F)(F)F)cc1-c1cc(N)nc(c1)N1CCOCC1,crossdocked
CC(N1CCC(CC1)C(=O)NC1CCCCC1)c1cccc(NC(=O)c2cc(C)ccn2)c1,crossdocked
COc1ccc(F)c(c1)-c1nc(cs1)C(=O)Nc1cnn(C)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1,crossdocked
CC(C)(C)c1ccc(-n2ncc3c2CCCC3NC(=O)CCCn2cncn2)cc1,chembl
CCc1cccc(NC(N)=Nc2ccccc2C)c1,crossdocked
COc1ccc(cc1)C1(NC(=N)N(C2CCN(C)CC2)C1=O)c1ccc(OC)cc1,crossdocked
Cc1cc2oc(=O)cc(Cn3ccnc3)c2cc1C,chembl
O=C(Cc1ccc(-c2ccccc2)cc1)N1CCOCC1,chembl
Cc1coc(NC(=O)CSc2nc(-c3ccc4c(c3)OCO4)cc(C(F)(F)F)c2C#N)n1,zink
COCCN1CCC(CS(=O)(=O)N2CC[C@@H](NC(=O)c3cc(on3)C3CC3)[C@@H](C)C2)CC1,crossdocked
Cc1ccc(C(C)(C)NC(=O)C2CCC(=O)N(CCCN3CCOCC3)C2)cc1,chembl
Cc1ccc(N2CCc3ncnc(N[C@H](CCO)c4ccc(C(F)F)nc4)c3C2)c(C#N)c1,chembl
CCOc1ccc([C@@H]2C(C(=O)OC[C@@H]3CCCO3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc1OC,zink
O=[N+]([O-])c1ccc(-c2ccc(/C=N/Nc3nc(N4CCCCC4)nc(N4CCCCC4)n3)o2)cc1,zink
Cc1ccc(cc1)-c1c(F)c(F)ccc1-c1ccc(cc1)S(N)(=O)=O,crossdocked
COC(=O)[C@@H]1C(=O)C2=C(C[C@@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@H]2c1ccc(OC)cc1OC,zink
COC1CN(C1)C(=O)c1ccc2[nH]nc(Cc3ccc(cc3)-c3cnn(C)c3)c2c1,crossdocked
C[C@H](Nc1cc(NCCOc2ccccc2)ccn1)c1ccccc1,crossdocked
Nc1nc(-c2ccc(C(F)F)o2)nc2sc(CN3CCC(F)(F)CC3)cc12,chembl
Cc1cc(C#N)cc(C)c1Oc1ccnc(NC2CCN(c3cccc(C#N)c3)CC2)n1,chembl
CC(=O)C1(O)CCC2C3CCC4=C(Cl)C(=O)CCC4(C)C3CCC21C,chembl
CCOC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OCC)[C@H](c3ccccc3OC)C2)[C@@H]1c1cccs1,zink
Brc1ccc(cc1)C(=O)Nc1cc(n[nH]1)C1CCC1,crossdocked
CCCN1C(=O)N(Cc2cnc(CNC(=O)C=C)cc12)c1c(F)c(OC)cc(OC)c1F,crossdocked
COCCC(=O)N1CCC(Oc2ccc(C(=O)N3CCCC(OC)C3)cc2)CC1,chembl
COc1ccc(NC(=O)CCN2CC(C)OC(C)C2)c(OC)c1,chembl
CC(C)N1CCN(CC1)c1cc(ncn1)-c1n[nH]c2ccc(cc12)-c1ccn[nH]1,crossdocked
CCOC(=O)[C@@H]1CCCN(CN2C(=O)/C(=N\c3ccc(C)c(Br)c3)c3ccccc32)C1,zink
CC(C)OCCCNc1cc(N2CCC[C@H]2C(N)=O)ncn1,chembl
COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccccc3)C2)[C@H]1c1cc(OC)c(OC)cc1[N+](=O)[O-],zink
Cc1ccc2c(c1)/C(=N/NC(=S)Nc1cccc(Br)c1)C(=O)N2C,chembl
O=c1[nH]c(=S)n(-c2ccc(F)cc2)c2c1C(C(F)(F)F)(C(F)(F)F)NC(c1cccnc1)=N2,zink
COc1c(F)cccc1-c1nnc(SCC(=O)O)[nH]1,chembl
Cn1nc(C(=O)Nc2ccc(Br)cc2)cc1C(=O)Nc1ccc(Br)cc1,chembl
O=C(O)C(CCOc1ccc(Br)cc1)C(=O)O,chembl
CSc1nc(/C=C2\C=Nc3ccccc32)c(O)n1C,chembl
N#C[C@]1(C(N)=O)[C@H](c2ccc(F)cc2)[C@@H](C(=O)c2ccc(F)cc2)N2c3ccccc3C=C[C@H]21,zink
Cc1sc(C)c-2c1CCc1cnn(C)c-21,crossdocked
C=CCN1C(=O)/C(=C2\Sc3ccccc3N2CC)SC1=NS(=O)(=O)c1ccccc1,zink
Clc1cccc(c1)C(=O)c1cnc(NCc2cccc(c2)C#N)nc1,crossdocked
C=C(C)COc1ccc([C@H](CC(=O)OC)c2c(O)n(CCc3ccc(O)c(O)c3)c(C)cc2=O)cc1,zink
CN([C@@H]1CCc2c(CC(O)=O)c3cc(F)c(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,crossdocked
Cc1cc(=O)[nH]c(N2CCC[C@H](NS(=O)(=O)CC3CCC3)C2)n1,chembl
Cc1ccc(CNS(=O)(=O)c2ccc(C(=O)N(C)C)s2)cc1,chembl
CCCOC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OC)[C@@H](C)C2)[C@H]1c1coc2ccc(Cl)cc2c1=O,zink
Clc1cccc(c1)[C@@H]1CN2CCC[C@@H]2c2ccccc12,crossdocked
C=C(CC[C@@]1(C)[C@H](C)CCC(=O)[C@@H]1C)C(O)Cc1c(O)cc(C)cc1O,chembl
O=C(c1ccccc1)c1ccc2[nH]c(C(=O)[O-])cc(=O)c2c1.[Na+],chembl
Cc1ccc(NC(=O)CCN2CCC(C)CC2)cc1,chembl
FC(F)c1cc(ccc1F)-n1cc(COc2ncc(cn2)N2CC(F)(F)C2)nn1,crossdocked
Cn1ncc2c1NC(=O)CN=C2c1ccccc1,chembl
COC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3ccc(OC)cc3)C2)[C@@H]1c1ccc(OC)cc1OC,zink
Cc1[nH]c2c(cc(F)c(Cc3ccnc(C=C)c3)c2c1C)C(N)=O,crossdocked
COc1ccc(OC)c([C@H]2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CCC3)c1,zink
Cc1ccc(NC(=O)C2CCN(S(=O)(=O)c3cccc4cccnc34)CC2)nc1,chembl
CC(C(=O)NNC(=O)NO)c1cccc(Cc2ccccc2)c1,chembl
CCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1cnn(Cc2cccc(F)c2)c1,crossdocked
Cc1ccc(N2CCNCC2)cc1,chembl
Cc1cc(Cl)c(S(=O)(=O)Nc2ccc(C#N)cc2)cc1OCC(=O)NC1CCCCC1,zink
CC(C)Oc1cccc(c1)N(Cc1cccnc1)S(=O)(=O)CC(F)(F)F,crossdocked
CC(C)CCCCN1C(=O)C(CCOc2ccccc2CC(O)=O)Oc2ccccc12,crossdocked
OC(C1CCN(C1)C(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(F)(F)F,crossdocked
C=CCOc1ccc([C@@H]2C(C(=O)c3ccc(OCCC)cc3C)=C(O)C(=O)N2CCN(C)C)cc1,zink
CC1(C)C2CC(=C\c3ccccc3)/C(=N\NC(N)=S)C1C2,chembl
C=CCOc1ccc(/C=C2\C(=O)NC(=S)N(c3ccc(Br)cc3)C2=O)cc1OCC,zink
C[C@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@@]43C)[C@H]1CC[C@@H]2OC(=O)CCC(=O)NCCc1cnc[nH]1,zink
COc1ccc(cc1N1CCN(C)CC1)S(=O)(=O)n1ccc2c(F)cccc12,crossdocked
Fc1ccc(Cc2n[nH]c(=O)c3CCCNc23)cc1N1C(=O)CCC1=O,crossdocked
NC1=N[C@@](C(F)F)([C@H]2C[C@H]2O1)c1cc(Nc2nccc3cc(cnc23)C#N)ccc1F,crossdocked
